,date,cash,position
0,2022-06-01,0.0,long A short B
77,2022-09-21,-0.05043870469658174,long B short A
82,2022-09-28,-0.013873818336771038,long A short B
239,2023-05-15,-0.11795838494837163,long B short A
244,2023-05-22,-0.08863023318428631,long A short B
259,2023-06-13,-0.0628152891687197,long B short A
