,date,cash,position
0,2022-06-01,0.0,long B short A
36,2022-07-25,0.08147008177026649,long A short B
103,2022-10-27,0.026500416377830405,long B short A
197,2023-03-15,-0.008050463512814687,long A short B
243,2023-05-19,0.04950104221865104,long B short A
