,date,cash,position
0,2022-06-01,0.0,long B short A
48,2022-08-10,0.05460071318005966,long A short B
78,2022-09-22,0.1859960282976303,long B short A
115,2022-11-14,0.2812263941735136,long A short B
117,2022-11-16,0.4569588617200857,long B short A
160,2023-01-20,0.5539139705797425,long A short B
207,2023-03-29,0.6054457177442618,long B short A
