,date,cash,position
0,2020-01-02,0.0,no position
3,2020-01-07,0.0,long A short B
12,2020-01-21,0.017463670921788577,long B short A
80,2020-04-28,0.018417610336205925,long A short B
133,2020-07-14,0.03859628018591721,long B short A
145,2020-07-30,0.07971068705816009,long A short B
190,2020-10-02,0.11404022915167822,long B short A
