Closing Date,iShares MSCI EAFE ETF (NYSE Arca:EFA),SPDR Gold Trust (NYSE Arca:GLD),iShares Core S&P 500 ETF (NYSE Arca:IVV),iShares U.S. Real Estate ETF (NYSE Arca:IYR),VanEck Oil Services ETF (NYSE Arca:OIH),iShares Silver Trust (NYSE Arca:SLV),SPDR S&P 500 ETF Trust (NYSE Arca:SPY),Vanguard FTSE Developed Markets ETF (NYSE Arca:VEA),Vanguard Real Estate ETF (NYSE Arca:VNQ),Energy Select Sector SPDR Fund (NYSE Arca:XLE)
2010-01-04,37.52378463745117,109.80000305175781,87.38145446777344,28.210046768188477,652.556396484375,17.229999542236328,87.12995147705078,23.06490707397461,25.72114372253418,37.11469268798828
2010-01-05,37.556861877441406,109.69999694824219,87.63519287109375,28.277780532836914,666.9307861328125,17.510000228881836,87.36058044433594,23.07805061340332,25.6922607421875,37.41761779785156
2010-01-06,37.71560287475586,111.51000213623047,87.70439147949219,28.265472412109375,684.9517822265625,17.860000610351562,87.42208099365234,23.08461570739746,25.64607810974121,37.86567687988281
2010-01-07,37.57008743286133,110.81999969482422,88.08882141113281,28.51795196533203,683.947998046875,17.889999389648438,87.7911148071289,23.03864288330078,25.923213958740234,37.80888366699219
2010-01-08,37.867740631103516,111.37000274658203,88.388671875,28.32706069946289,701.9158325195312,18.149999618530273,88.08325958251953,23.2882022857666,25.732688903808594,38.05500793457031
2010-01-11,38.17861557006836,112.8499984741211,88.5116958618164,28.462533950805664,692.244873046875,18.209999084472656,88.20629119873047,23.432689666748047,25.882802963256836,38.0045280456543
2010-01-12,37.72883605957031,110.48999786376953,87.69668579101562,27.982200622558594,680.1427001953125,17.90999984741211,87.38365173339844,23.16342544555664,25.44977378845215,37.455474853515625
2010-01-13,38.046329498291016,111.54000091552734,88.388671875,28.505632400512695,690.6593017578125,18.270000457763672,88.12171936035156,23.380151748657227,25.963626861572266,37.59432601928711
2010-01-14,38.33735656738281,112.02999877929688,88.65007781982422,28.407106399536133,695.2572631835938,18.309999465942383,88.36005401611328,23.511497497558594,25.940528869628906,37.701602935791016
2010-01-15,37.73544692993164,110.86000061035156,87.65055847167969,28.148469924926758,688.0170288085938,18.049999237060547,87.3682632446289,23.130592346191406,25.74422836303711,37.39867401123047
2010-01-19,38.10585021972656,111.5199966430664,88.73466491699219,28.708858489990234,695.7857666015625,18.450000762939453,88.45999145507812,23.38671875,26.269628524780273,37.73945617675781
2010-01-20,37.13352966308594,108.94000244140625,87.85816192626953,28.41326904296875,680.1427001953125,17.56999969482422,87.56049346923828,22.78908348083496,25.975170135498047,37.15254211425781
2010-01-21,36.33979415893555,107.37000274658203,86.13589477539062,27.606555938720703,668.8861694335938,17.06999969482422,85.87674713134766,22.31622886657715,25.230388641357422,36.395240783691406
2010-01-22,35.632057189941406,107.16999816894531,84.2752685546875,26.9722843170166,642.5684204101562,16.780000686645508,83.9624252319336,21.817094802856445,24.595293045043945,35.5306510925293
2010-01-25,36.068603515625,107.4800033569336,84.69816589355469,27.169334411621094,648.5401611328125,16.829999923706055,84.39295959472656,22.138896942138672,24.768497467041016,35.76413345336914
2010-01-26,35.863548278808594,107.55999755859375,84.2983169555664,26.935335159301758,647.958740234375,16.43000030517578,84.0392837524414,22.020687103271484,24.537555694580078,35.536930084228516
2010-01-27,35.82387924194336,106.52999877929688,84.72887420654297,27.181655883789062,647.1132202148438,16.260000228881836,84.4390640258789,21.974716186523438,24.756961822509766,35.39811325073242
2010-01-28,35.22196960449219,106.4800033569336,83.71397399902344,26.923023223876953,632.9571533203125,15.920000076293945,83.47039031982422,21.61350440979004,24.543331146240234,35.0257568359375
2010-01-29,34.71263885498047,105.95999908447266,82.77599334716797,26.744430541992188,623.1248168945312,15.899999618530273,82.56317138671875,21.239160537719727,24.40475845336914,34.39468002319336
2010-02-01,35.34762954711914,108.3499984741211,84.08302307128906,27.230920791625977,647.0181884765625,16.360000610351562,83.84709167480469,21.64634132385254,24.849342346191406,35.5306510925293
2010-02-02,35.93632888793945,109.12999725341797,85.1363754272461,27.68044662475586,652.72705078125,16.350000381469727,84.86190032958984,22.066652297973633,25.189971923828125,35.99764633178711
2010-02-03,35.559288024902344,108.69999694824219,84.705810546875,27.360233306884766,648.3399047851562,16.06999969482422,84.4390640258789,21.731718063354492,24.780044555664062,35.68841552734375
2010-02-04,34.11073303222656,104.37000274658203,82.11473846435547,26.3380126953125,617.2572631835938,15.039999961853027,81.83279418945312,20.884510040283203,23.862058639526367,34.22426223754883
2010-02-05,34.05119705200195,104.68000030517578,82.29157257080078,26.830646514892578,613.556884765625,14.899999618530273,82.00194549560547,20.700624465942383,24.300844192504883,34.23058319091797
2010-02-08,33.376522064208984,104.04000091552734,81.65343475341797,26.22100067138672,607.9009399414062,14.75,81.40994262695312,20.516742706298828,23.76968002319336,33.91501998901367
2010-02-09,34.42822265625,105.41000366210938,82.7144546508789,26.14093780517578,624.2349853515625,15.119999885559082,82.43247985839844,21.12750816345215,23.694618225097656,34.628177642822266
2010-02-10,34.209957122802734,105.12000274658203,82.52224731445312,26.159414291381836,623.1228637695312,14.949999809265137,82.27100372314453,20.99616050720215,23.740812301635742,34.4830207824707
2010-02-11,34.52743911743164,107.12999725341797,83.36798858642578,26.387269973754883,638.2691650390625,15.369999885559082,83.13209533691406,21.173484802246094,23.965988159179688,35.06993103027344
2010-02-12,34.22978973388672,107.04000091552734,83.33723449707031,26.627429962158203,631.6785278320312,15.239999771118164,83.06287384033203,21.12094497680664,24.248884201049805,35.08256149291992
2010-02-16,34.99045944213867,109.62000274658203,84.65199279785156,27.341760635375977,642.7213134765625,15.819999694824219,84.36988830566406,21.45588493347168,24.935928344726562,35.9093017578125
2010-02-17,35.036746978759766,109.25,85.02873229980469,27.600399017333984,646.4298095703125,15.739999771118164,84.7696762084961,21.482154846191406,25.161108016967773,35.85880661010742
2010-02-18,35.23518371582031,109.9800033569336,85.5669174194336,27.96988296508789,650.721923828125,15.880000114440918,85.26940155029297,21.679174423217773,25.53638458251953,36.06076431274414
2010-02-19,35.016902923583984,109.47000122070312,85.7437973022461,27.9637393951416,659.146484375,15.970000267028809,85.44624328613281,21.482154846191406,25.553699493408203,36.19959259033203
2010-02-22,35.08305358886719,109.06999969482422,85.75146484375,28.080732345581055,655.27880859375,15.899999618530273,85.46160888671875,21.514991760253906,25.617219924926758,35.70102310180664
2010-02-23,34.58696365356445,107.88999938964844,84.67505645751953,27.859041213989258,642.6149291992188,15.569999694824219,84.4236831665039,21.271995544433594,25.420915603637695,35.10780715942383
2010-02-24,34.80524826049805,107.36000061035156,85.45159912109375,28.12999153137207,640.3366088867188,15.619999885559082,85.2001953125,21.337669372558594,25.680728912353516,35.32869338989258
2010-02-25,34.593589782714844,108.30999755859375,85.38243103027344,28.271631240844727,639.1179809570312,15.770000457763672,85.08487701416016,21.252290725708008,25.778867721557617,35.34762191772461
2010-02-26,34.80524826049805,109.43000030517578,85.38243103027344,28.203886032104492,641.7681274414062,16.06999969482422,85.13872528076172,21.39678382873535,25.767330169677734,35.429664611816406
2010-03-01,35.076438903808594,109.43000030517578,86.2820053100586,28.493324279785156,648.5525512695312,16.110000610351562,86.02283477783203,21.554399490356445,25.986732482910156,35.7578239440918
2010-03-02,35.34101486206055,111.0199966430664,86.50494384765625,28.505632400512695,657.8281860351562,16.559999465942383,86.26116180419922,21.71202278137207,25.99827003479004,36.0544548034668
2010-03-03,35.76434326171875,111.62999725341797,86.6356430053711,28.44405746459961,665.5303344726562,16.81999969482422,86.3380355834961,22.020687103271484,25.928983688354492,36.21221160888672
2010-03-04,35.67174530029297,110.83000183105469,86.87401580810547,28.56105613708496,662.1536865234375,16.790000915527344,86.59947204589844,21.909042358398438,26.09064292907715,36.022891998291016
2010-03-05,36.366268157958984,110.80999755859375,88.12727355957031,29.21381187438965,672.1727294921875,17.010000228881836,87.83724212646484,22.40160369873047,26.80079460144043,36.69816970825195
2010-03-08,36.366268157958984,109.87999725341797,88.15801239013672,29.577129364013672,670.4234008789062,16.889999389648438,87.85264587402344,22.34249496459961,27.0721492767334,36.64136505126953
2010-03-09,36.280277252197266,109.72000122070312,88.25798034667969,29.67566680908203,667.5077514648438,16.920000076293945,87.99871063232422,22.276819229125977,27.135652542114258,36.64136505126953
2010-03-10,36.43240737915039,108.47000122070312,88.65007781982422,29.83577537536621,669.6176147460938,16.65999984741211,88.39083099365234,22.421300888061523,27.378143310546875,36.96323013305664
2010-03-11,36.5713005065918,108.5999984741211,89.04991149902344,29.983577728271484,668.9287109375,16.809999465942383,88.75983428955078,22.493547439575195,27.5398006439209,36.90010452270508
2010-03-12,36.81603240966797,107.94999694824219,89.04220581054688,30.205270767211914,673.96533203125,16.760000228881836,88.76750946044922,22.598623275756836,27.759193420410156,36.91905212402344
2010-03-15,36.558067321777344,108.36000061035156,89.09602355957031,30.119049072265625,666.3837890625,16.739999771118164,88.79058837890625,22.4606990814209,27.695693969726562,36.54038619995117
2010-03-16,37.02109146118164,110.4000015258789,89.81876373291016,30.901126861572266,677.411376953125,17.049999237060547,89.49788665771484,22.72340965270996,28.365421295166016,36.86854934692383
2010-03-17,37.21952819824219,109.58999633789062,90.32623291015625,31.276763916015625,681.3876953125,17.079999923706055,90.02837371826172,22.854761123657227,28.786893844604492,37.2724494934082
2010-03-18,37.00124740600586,110.33999633789062,90.28777313232422,31.153602600097656,662.1956176757812,17.079999923706055,89.98225402832031,22.71683692932129,28.63100814819336,36.71708679199219
2010-03-19,36.62421798706055,108.27999877929688,89.81876373291016,30.888809204101562,644.5404052734375,16.649999618530273,89.52676391601562,22.480411529541016,28.319236755371094,36.27567672729492
2010-03-22,36.73005676269531,107.75,90.30316162109375,31.20902442932129,643.0027465820312,16.600000381469727,90.00540924072266,22.526376724243164,28.67719268798828,36.180694580078125
2010-03-23,36.988014221191406,108.31999969482422,90.95667266845703,31.1228084564209,641.6774291992188,16.719999313354492,90.63845825195312,22.717552185058594,28.596359252929688,36.32001495361328
2010-03-24,36.37948226928711,106.30000305175781,90.51073455810547,31.221342086791992,637.2238159179688,16.290000915527344,90.19837951660156,22.310245513916016,28.752246856689453,36.111019134521484
2010-03-25,36.359642028808594,106.77999877929688,90.34626007080078,31.270456314086914,623.4922485351562,16.31999969482422,90.05174255371094,22.33652114868164,28.822629928588867,35.50304412841797
2010-03-26,36.71681594848633,108.58999633789062,90.3849105834961,31.158538818359375,625.08251953125,16.610000610351562,89.99767303466797,22.4744815826416,28.6713809967041,35.515716552734375
2010-03-29,37.0276985168457,108.75,90.88676452636719,31.295339584350586,636.0572509765625,17.040000915527344,90.56893157958984,22.704421997070312,28.758651733398438,36.20600891113281
2010-03-30,37.0276985168457,107.97000122070312,90.93309020996094,31.233154296875,639.2916870117188,16.950000762939453,90.63067626953125,22.72412109375,28.717926025390625,36.26301574707031
2010-03-31,37.0276985168457,108.94999694824219,90.60108184814453,30.95334815979004,649.9479370117188,17.139999389648438,90.32191467285156,22.74382972717285,28.392194747924805,36.42768096923828
2010-04-01,37.68254089355469,110.26000213623047,91.27281951904297,31.096355438232422,666.1187744140625,17.540000915527344,90.93951416015625,23.078886032104492,28.5376033782959,37.073638916015625
2010-04-05,37.72221755981445,110.88999938964844,92.00634002685547,31.74302864074707,679.6912231445312,17.75,91.68061828613281,23.046035766601562,29.16583251953125,37.73228073120117
2010-04-06,37.616390228271484,111.02999877929688,92.18392181396484,32.38348388671875,682.5543212890625,17.610000610351562,91.89680480957031,23.072303771972656,29.834774017333984,37.73228073120117
