Closing Date,iShares MSCI EAFE ETF (NYSE Arca:EFA),SPDR Gold Trust (NYSE Arca:GLD),iShares Core S&P 500 ETF (NYSE Arca:IVV),iShares U.S. Real Estate ETF (NYSE Arca:IYR),VanEck Oil Services ETF (NYSE Arca:OIH),iShares Silver Trust (NYSE Arca:SLV),SPDR S&P 500 ETF Trust (NYSE Arca:SPY),Vanguard FTSE Developed Markets ETF (NYSE Arca:VEA),Vanguard Real Estate ETF (NYSE Arca:VNQ),Energy Select Sector SPDR Fund (NYSE Arca:XLE)
2021-01-04,67.06761169433594,182.3300018310547,353.9254150390625,76.36357879638672,151.57826232910156,25.350000381469727,352.7671813964844,43.210906982421875,73.74266052246094,33.55023956298828
2021-01-05,67.76261138916016,182.8699951171875,356.2676086425781,76.35435485839844,162.52198791503906,25.670000076293945,355.1967468261719,43.70235061645508,73.85034942626953,35.0527458190918
2021-01-06,68.5399169921875,179.89999389648438,358.41851806640625,76.31744384765625,169.0379638671875,25.34000015258789,357.3203125,44.17559814453125,73.97599792480469,36.12218475341797
2021-01-07,68.61307525634766,179.47999572753906,363.7242736816406,76.3082046508789,171.05848693847656,25.260000228881836,362.6291809082031,44.30301284790039,73.8323974609375,36.65248489379883
2021-01-08,69.25321197509766,173.33999633789062,365.79876708984375,77.04656219482422,169.8113555908203,23.510000228881836,364.6953430175781,44.721649169921875,74.55036163330078,36.60828399658203
2021-01-11,68.34786224365234,173.0,363.4088134765625,75.95750427246094,169.97572326660156,23.209999084472656,362.23699951171875,44.13919448852539,73.56317138671875,37.18278121948242
2021-01-12,68.65879821777344,174.1199951171875,363.46624755859375,75.92979431152344,179.836669921875,23.719999313354492,362.3135070800781,44.34851837158203,73.73368072509766,38.48200988769531
2021-01-13,68.56734466552734,173.3699951171875,364.3839111328125,76.86197662353516,174.16175842285156,23.440000534057617,363.28924560546875,44.2666015625,74.6311264038086,38.181514739990234
2021-01-14,69.11602783203125,173.27999877929688,363.1220703125,77.19422149658203,180.9967803955078,23.709999084472656,362.0170593261719,44.60334014892578,75.07085418701172,39.31281280517578
2021-01-15,68.0369644165039,171.1300048828125,360.50262451171875,78.07100677490234,173.04034423828125,22.950000762939453,359.3769836425781,43.884368896484375,75.9323959350586,37.78378677368164
2021-01-19,68.53077697753906,172.5800018310547,363.32275390625,77.85873413085938,173.29168701171875,23.3799991607666,362.1986999511719,44.19380569458008,75.7170181274414,38.543880462646484
2021-01-20,68.99715423583984,175.38999938964844,368.32257080078125,79.42771911621094,171.06814575195312,24.010000228881836,367.21112060546875,44.53053665161133,77.16190338134766,38.68529510498047
2021-01-21,69.0520248413086,175.27999877929688,368.6475830078125,79.18775939941406,163.34375,24.149999618530273,367.5459289550781,44.630645751953125,76.79395294189453,37.377227783203125
2021-01-22,68.72280883789062,173.89999389648438,367.3952941894531,79.34466552734375,166.29234313964844,23.65999984741211,366.2449035644531,44.32121658325195,76.97342681884766,37.18278121948242
2021-01-25,68.6405029296875,174.0500030517578,368.85797119140625,79.93533325195312,161.17819213867188,23.549999237060547,367.68939208984375,44.29391098022461,77.55677032470703,36.802734375
2021-01-26,68.74109649658203,173.6199951171875,368.31298828125,80.51679229736328,158.1135711669922,23.649999618530273,367.1154479980469,44.31211853027344,78.10420989990234,36.01613235473633
2021-01-27,67.16819763183594,172.52000427246094,359.3266906738281,79.17853546142578,156.86643981933594,23.420000076293945,358.1429443359375,43.27461242675781,76.7221450805664,35.53002166748047
2021-01-28,67.59800720214844,172.67999267578125,362.3667907714844,79.52001953125,159.6990509033203,24.719999313354492,361.2230224609375,43.61134338378906,77.13497161865234,35.945411682128906
2021-01-29,66.19886779785156,172.61000061035156,355.168212890625,78.70783996582031,157.18548583984375,24.989999771118164,353.9914855957031,42.65575408935547,76.24649810791016,34.75225067138672
2021-02-01,66.98531341552734,174.22999572753906,360.9806213378906,80.60908508300781,158.9546356201172,26.760000228881836,359.8839111328125,43.256412506103516,77.987548828125,34.99971389770508
2021-02-02,67.66203308105469,172.11000061035156,366.1047058105469,81.04286193847656,160.07608032226562,24.540000915527344,364.9727478027344,43.7387580871582,78.45420837402344,35.379764556884766
2021-02-03,67.82661437988281,171.85000610351562,366.3915100097656,80.82136535644531,167.81016540527344,24.93000030517578,365.259765625,43.85706329345703,78.25678253173828,36.89112091064453
2021-02-04,67.89978790283203,168.14999389648438,370.54046630859375,81.28282165527344,171.4935302734375,24.479999542236328,369.4111328125,43.875274658203125,78.79523468017578,37.29767990112305
2021-02-05,68.3204345703125,169.80999755859375,371.99359130859375,81.43971252441406,170.93280029296875,24.950000762939453,370.8651123046875,44.202903747558594,79.07343292236328,37.61585998535156
